@relation pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C12-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C12-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5

@attribute Px numeric
@attribute Py numeric
@attribute PDir {North,South,East,West,Stop}
@attribute DistanceToGhost1 numeric
@attribute DistanceToGhost2 numeric
@attribute DistanceToGhost3 numeric
@attribute DistanceToGhost4 numeric
@attribute North {0,1}
@attribute South {0,1}
@attribute West {0,1}
@attribute East {0,1}
@attribute Action {North,South,East,West,Stop}

@data
8,6,East,9,-1,9,7,0,0,1,1,East
9,6,East,11,-1,9,6,0,0,1,1,East
10,6,East,11,-1,8,4,0,0,1,1,East
11,6,East,13,-1,6,3,0,0,1,1,East
12,6,East,13,-1,5,2,0,0,1,1,East
13,6,East,14,-1,3,2,0,0,1,1,East
14,6,East,16,-1,4,2,0,1,1,1,East
15,6,East,16,-1,5,1,0,0,1,1,East
16,6,East,16,-1,5,-1,0,1,1,1,South
16,5,South,14,-1,3,-1,1,1,0,0,South
16,4,South,12,-1,1,-1,1,1,1,1,South
16,3,South,12,-1,2,-1,1,0,1,1,West
15,3,West,10,-1,-1,-1,1,0,1,1,West
14,3,West,8,-1,-1,-1,1,0,1,1,West
13,3,West,8,-1,-1,-1,1,0,1,1,North
13,4,North,8,-1,-1,-1,0,1,1,1,West
12,4,West,8,-1,-1,-1,0,1,1,1,West
11,4,West,8,-1,-1,-1,0,1,1,1,West
10,4,West,8,-1,-1,-1,0,1,1,1,West
9,4,West,6,-1,-1,-1,0,1,1,1,West
8,4,West,5,-1,-1,-1,0,1,1,1,West
7,4,West,3,-1,-1,-1,1,1,1,1,West
6,4,West,3,-1,-1,-1,0,1,1,1,West
5,4,West,3,-1,-1,-1,0,1,1,1,West
4,4,West,3,-1,-1,-1,0,1,1,1,West
3,4,West,3,-1,-1,-1,0,1,1,1,West
2,4,West,2,-1,-1,-1,0,1,1,1,West
1,4,West,2,-1,-1,-1,1,1,0,1,North
1,5,North,1,-1,-1,-1,1,1,0,0,North
1,5,South,4,10,12,16,1,1,0,0,South
1,4,South,3,12,12,14,1,1,0,1,South
1,3,South,3,12,12,16,1,0,0,1,East
2,3,East,3,11,12,14,1,0,1,1,East
3,3,East,3,10,10,13,1,0,1,1,East
4,3,East,3,8,8,11,1,0,1,1,East
5,3,East,1,7,8,11,1,0,1,1,East
6,3,East,2,5,7,11,1,0,1,1,North
6,4,North,-1,2,9,11,0,1,1,1,East
7,4,East,-1,2,8,10,1,1,1,1,East
8,4,East,-1,3,6,8,0,1,1,1,East
9,4,East,-1,4,6,7,0,1,1,1,East
10,4,East,-1,4,6,6,0,1,1,1,East
11,4,East,-1,5,4,6,0,1,1,1,East
12,4,East,-1,7,2,6,0,1,1,1,South
12,3,South,-1,8,1,9,1,0,1,1,East
13,3,East,-1,9,-1,7,1,0,1,1,East
14,3,East,-1,11,-1,6,1,0,1,1,East
15,3,East,-1,13,-1,4,1,0,1,1,East
16,3,East,-1,13,-1,4,1,0,1,1,North
16,4,North,-1,13,-1,4,1,1,1,1,North
16,5,North,-1,11,-1,2,1,1,0,0,North
16,6,North,-1,11,-1,2,0,1,1,1,East
17,6,East,-1,13,-1,-1,0,0,1,1,East
18,6,East,-1,16,-1,-1,0,1,1,0,West
17,6,West,-1,16,-1,-1,0,0,1,1,West
16,6,West,-1,14,-1,-1,0,1,1,1,West
15,6,West,-1,13,-1,-1,0,0,1,1,West
14,6,West,-1,12,-1,-1,0,1,1,1,West
13,6,West,-1,10,-1,-1,0,0,1,1,West
12,6,West,-1,9,-1,-1,0,0,1,1,West
11,6,West,-1,8,-1,-1,0,0,1,1,West
10,6,West,-1,6,-1,-1,0,0,1,1,West
9,6,West,-1,5,-1,-1,0,0,1,1,West
8,6,West,-1,5,-1,-1,0,0,1,1,West
7,6,West,-1,5,-1,-1,0,1,1,1,West
6,6,West,-1,3,-1,-1,0,0,1,1,West
5,6,West,-1,2,-1,-1,0,0,1,1,West
2,6,East,6,3,11,9,0,0,1,1,East
3,6,East,4,2,10,9,0,0,1,1,East
4,6,East,4,2,8,8,0,0,1,1,East
5,6,East,4,2,8,6,0,0,1,1,East
6,6,East,2,2,6,6,0,0,1,1,East
7,6,East,2,2,6,4,0,1,1,1,East
8,6,East,4,1,6,2,0,0,1,1,East
9,6,East,6,-1,6,1,0,0,1,1,East
10,6,East,6,-1,6,-1,0,0,1,1,East
11,6,East,8,-1,6,-1,0,0,1,1,East
12,6,East,10,-1,5,-1,0,0,1,1,East
13,6,East,10,-1,3,-1,0,0,1,1,East
14,6,East,10,-1,3,-1,0,1,1,1,South
14,5,South,8,-1,3,-1,1,1,0,0,South
14,4,South,8,-1,2,-1,1,1,1,1,South
14,3,South,10,-1,2,-1,1,0,1,1,West
13,3,West,10,-1,2,-1,1,0,1,1,West
12,3,West,8,-1,-1,-1,1,0,1,1,West
11,3,West,6,-1,-1,-1,1,0,1,1,West
10,3,West,5,-1,-1,-1,1,0,1,1,West
9,3,West,4,-1,-1,-1,1,0,1,1,West
8,3,West,4,-1,-1,-1,1,0,1,1,West
7,3,West,2,-1,-1,-1,1,0,1,1,West
6,3,West,1,-1,-1,-1,1,0,1,1,West
2,6,East,10,3,10,15,0,0,1,1,East
3,6,East,10,1,8,15,0,0,1,1,East
4,6,East,8,-1,6,13,0,0,1,1,East
5,6,East,8,-1,4,13,0,0,1,1,East
6,6,East,8,-1,2,11,0,0,1,1,East
7,6,East,6,-1,1,11,0,1,1,1,South
7,5,South,4,-1,-1,9,1,1,0,0,South
7,4,South,4,-1,-1,11,1,1,1,1,South
7,3,South,4,-1,-1,11,1,0,1,1,East
8,3,East,3,-1,-1,9,1,0,1,1,East
9,3,East,2,-1,-1,7,1,0,1,1,East
10,3,East,2,-1,-1,7,1,0,1,1,North
10,4,North,2,-1,-1,5,0,1,1,1,West
9,4,West,2,-1,-1,5,0,1,1,1,West
8,4,West,2,-1,-1,5,0,1,1,1,South
8,3,South,-1,-1,-1,5,1,0,1,1,East
9,3,East,-1,-1,-1,3,1,0,1,1,East
10,3,East,-1,-1,-1,3,1,0,1,1,East
11,3,East,-1,-1,-1,2,1,0,1,1,North
11,4,North,-1,-1,-1,1,0,1,1,1,East
12,4,East,-1,-1,-1,1,0,1,1,1,East
13,4,East,-1,-1,-1,1,0,1,1,1,East
14,4,East,-1,-1,-1,1,1,1,1,1,South
14,3,South,-1,-1,-1,1,1,0,1,1,North
1,5,South,7,8,10,16,1,1,0,0,South
1,4,South,7,8,10,14,1,1,0,1,South
1,3,South,10,9,12,13,1,0,0,1,East
2,3,East,9,8,10,11,1,0,1,1,East
3,3,East,7,6,8,11,1,0,1,1,East
4,3,East,5,4,6,11,1,0,1,1,East
5,3,East,5,2,6,9,1,0,1,1,East
6,3,East,3,2,6,7,1,0,1,1,North
6,4,North,3,2,4,7,0,1,1,1,East
7,4,East,3,1,3,5,1,1,1,1,East
8,4,East,4,2,3,4,0,1,1,1,East
9,4,East,6,4,3,3,0,1,1,1,East
10,4,East,7,5,1,2,0,1,1,1,East
11,4,East,8,6,2,-1,0,1,1,1,East
12,4,East,8,8,4,-1,0,1,1,1,East
13,4,East,9,9,5,-1,0,1,1,1,South
13,3,South,12,10,5,-1,1,0,1,1,West
12,3,West,11,9,3,-1,1,0,1,1,West
11,3,West,10,9,3,-1,1,0,1,1,West
10,3,West,10,7,1,-1,1,0,1,1,North
10,4,North,8,7,3,-1,0,1,1,1,West
9,4,West,7,5,2,-1,0,1,1,1,West
8,4,West,7,5,1,-1,0,1,1,1,West
7,4,West,5,3,1,-1,1,1,1,1,West
6,4,West,4,2,3,-1,0,1,1,1,West
5,4,West,3,3,5,-1,0,1,1,1,West
4,4,West,2,5,5,-1,0,1,1,1,West
3,4,West,2,6,6,-1,0,1,1,1,West
2,4,West,3,7,7,-1,0,1,1,1,West
1,4,West,4,7,8,-1,1,1,0,1,North
1,5,North,3,7,9,-1,1,1,0,0,North
1,6,North,2,8,9,-1,0,1,0,1,East
2,6,East,2,6,9,-1,0,0,1,1,East
3,6,East,2,5,8,-1,0,0,1,1,East
4,6,East,-1,3,6,-1,0,0,1,1,East
5,6,East,-1,1,5,-1,0,0,1,1,East
6,6,East,-1,-1,5,-1,0,0,1,1,East
7,6,East,-1,-1,3,-1,0,1,1,1,East
8,6,East,-1,-1,4,-1,0,0,1,1,East
9,6,East,-1,-1,6,-1,0,0,1,1,East
10,6,East,-1,-1,8,-1,0,0,1,1,East
11,6,East,-1,-1,8,-1,0,0,1,1,East
12,6,East,-1,-1,8,-1,0,0,1,1,East
13,6,East,-1,-1,9,-1,0,0,1,1,East
14,6,East,-1,-1,10,-1,0,1,1,1,East
15,6,East,-1,-1,11,-1,0,0,1,1,East
16,6,East,-1,-1,12,-1,0,1,1,1,South
16,5,South,-1,-1,10,-1,1,1,0,0,South
16,4,South,-1,-1,9,-1,1,1,1,1,South
16,3,South,-1,-1,9,-1,1,0,1,1,West
15,3,West,-1,-1,7,-1,1,0,1,1,West
14,3,West,-1,-1,7,-1,1,0,1,1,West
13,3,West,-1,-1,7,-1,1,0,1,1,West
12,3,West,-1,-1,6,-1,1,0,1,1,West
11,3,West,-1,-1,4,-1,1,0,1,1,West
10,3,West,-1,-1,4,-1,1,0,1,1,West
9,3,West,-1,-1,3,-1,1,0,1,1,West
8,3,West,-1,-1,2,-1,1,0,1,1,West
7,3,West,-1,-1,1,-1,1,0,1,1,West
6,3,West,-1,-1,1,-1,1,0,1,1,North
5,3,East,5,-1,-1,-1,0,0,1,1,East
6,3,East,-1,-1,-1,9,0,0,1,0,West
5,3,West,5,-1,-1,9,0,0,1,1,West
4,3,West,4,-1,-1,10,0,0,1,1,West
3,3,West,2,-1,-1,11,0,0,1,1,West
2,3,West,-1,-1,-1,13,0,0,1,1,West
1,3,West,1,-1,-1,13,0,1,0,1,South
1,2,South,-1,-1,-1,13,1,1,0,0,South
1,1,South,-1,-1,-1,14,1,0,0,1,East
2,1,East,-1,-1,-1,14,0,0,1,1,East
3,1,East,-1,-1,-1,12,0,0,1,1,East
4,1,East,-1,-1,-1,12,0,0,1,1,East
5,1,East,-1,-1,-1,11,0,0,1,1,East
6,1,East,6,-1,-1,9,0,0,1,1,East
7,1,East,8,-1,-1,7,0,0,1,1,East
8,1,East,8,-1,-1,6,0,0,1,1,East
9,1,East,9,-1,-1,4,1,0,1,1,North
9,2,North,9,-1,-1,3,1,1,0,0,North
9,3,North,8,-1,-1,1,0,1,1,1,East
5,3,East,5,-1,-1,7,0,0,1,1,East
6,3,East,6,-1,-1,5,0,0,1,0,West
5,3,West,-1,-1,-1,5,0,0,1,1,West
4,3,West,4,-1,-1,6,0,0,1,1,West
3,3,West,3,-1,-1,7,0,0,1,1,West
2,3,West,2,-1,-1,7,0,0,1,1,West
1,3,West,-1,-1,-1,9,0,1,0,1,South
1,2,South,-1,-1,-1,-1,1,1,0,0,South
1,1,South,-1,-1,-1,9,1,0,0,1,East
2,1,East,-1,-1,-1,9,0,0,1,1,East
3,1,East,-1,-1,-1,9,0,0,1,1,East
4,1,East,-1,-1,-1,9,0,0,1,1,East
5,1,East,-1,-1,-1,8,0,0,1,1,East
6,1,East,-1,-1,-1,8,0,0,1,1,East
7,1,East,-1,-1,-1,7,0,0,1,1,East
8,1,East,-1,-1,-1,5,0,0,1,1,East
9,1,East,-1,-1,-1,3,1,0,1,1,North
9,2,North,-1,-1,-1,1,1,1,0,0,North
3,3,West,-1,-1,-1,-1,0,0,1,1,West
2,3,West,-1,-1,-1,13,0,0,1,1,West
1,3,West,-1,-1,-1,-1,0,1,0,1,South
1,2,South,-1,-1,-1,13,1,1,0,0,South
1,1,South,-1,-1,-1,-1,1,0,0,1,East
2,1,East,-1,-1,-1,-1,0,0,1,1,East
3,1,East,-1,-1,-1,-1,0,0,1,1,East
4,1,East,-1,-1,-1,-1,0,0,1,1,East
5,1,East,-1,-1,-1,-1,0,0,1,1,East
6,1,East,6,-1,-1,-1,0,0,1,1,East
7,1,East,8,-1,-1,-1,0,0,1,1,East
8,1,East,8,-1,-1,-1,0,0,1,1,East
9,1,East,8,-1,-1,-1,1,0,1,1,North
9,2,North,6,-1,-1,-1,1,1,0,0,North
9,3,North,7,-1,-1,-1,0,1,1,1,East
10,3,East,7,-1,-1,-1,0,0,1,1,East
11,3,East,8,-1,-1,-1,0,0,1,1,East
12,3,East,9,-1,-1,-1,0,0,1,1,East
13,3,East,9,-1,-1,-1,0,0,1,1,East
14,3,East,12,-1,-1,1,0,1,1,0,South
3,3,West,3,-1,-1,12,0,0,1,1,West
2,3,West,2,-1,-1,13,0,0,1,1,West
1,3,West,1,-1,-1,14,0,1,0,1,South
1,2,South,-1,-1,-1,13,1,1,0,0,South
1,1,South,-1,-1,-1,14,1,0,0,1,East
2,1,East,-1,-1,-1,13,0,0,1,1,East
3,1,East,-1,-1,-1,12,0,0,1,1,East
4,1,East,-1,-1,-1,11,0,0,1,1,East
5,1,East,-1,-1,-1,10,0,0,1,1,East
6,1,East,-1,-1,-1,9,0,0,1,1,East
7,1,East,-1,-1,-1,8,0,0,1,1,East
8,1,East,-1,-1,-1,7,0,0,1,1,East
9,1,East,-1,-1,-1,6,1,0,1,1,North
9,2,North,-1,-1,-1,5,1,1,0,0,North
9,3,North,-1,-1,-1,6,0,1,1,1,East
10,3,East,-1,-1,-1,5,0,0,1,1,East
11,3,East,-1,-1,-1,4,0,0,1,1,East
12,3,East,-1,-1,-1,3,0,0,1,1,East
13,3,East,-1,-1,-1,2,0,0,1,1,East
14,3,East,-1,-1,-1,1,0,1,1,0,South
13,10,East,14,11,3,3,1,1,1,1,East
14,10,East,14,11,5,5,1,1,1,1,East
15,10,East,14,12,5,5,1,1,1,1,East
16,10,East,15,12,7,6,1,1,1,1,East
17,10,East,17,14,9,7,1,1,1,1,East
18,10,East,19,16,11,7,1,1,1,0,South
18,9,South,19,18,9,7,1,1,1,0,South
18,8,South,17,19,7,7,1,1,1,0,South
18,7,South,16,21,5,8,1,1,1,0,West
17,7,West,16,20,3,6,1,1,1,1,West
16,7,West,16,18,3,4,1,1,1,1,West
15,7,West,15,16,1,2,1,1,1,1,South
15,6,South,14,16,3,2,1,1,1,1,South
15,5,South,12,16,5,2,1,1,1,1,South
15,4,South,11,18,7,2,1,1,1,1,North
15,5,North,11,16,7,2,1,1,1,1,North
15,6,North,11,14,5,4,1,1,1,1,North
15,7,North,11,12,3,6,1,1,1,1,West
14,7,West,10,10,5,5,1,1,1,1,West
13,7,West,10,10,6,5,1,1,1,1,West
12,7,West,10,9,8,4,1,1,1,1,South
12,6,South,8,9,8,2,1,1,1,1,South
12,5,South,7,11,8,2,1,1,1,1,South
12,4,South,5,13,7,2,1,1,1,1,West
11,4,West,5,13,7,2,1,1,1,1,West
10,4,West,3,12,9,2,1,1,1,1,West
9,4,West,1,12,9,4,1,1,1,1,West
8,4,West,-1,10,9,6,1,1,1,1,West
7,4,West,-1,8,11,8,1,1,1,1,West
6,4,West,-1,8,12,8,1,1,1,1,West
5,4,West,-1,8,12,10,1,1,1,1,North
5,5,North,-1,8,12,10,1,1,1,1,North
5,6,North,-1,7,12,10,1,1,1,1,North
5,7,North,-1,5,14,10,1,1,1,1,East
6,7,East,-1,5,13,10,1,1,1,1,East
7,7,East,-1,7,11,9,1,1,1,1,North
7,8,North,-1,7,13,10,1,1,1,1,North
7,9,North,-1,7,15,12,1,1,1,1,North
7,10,North,-1,5,15,13,1,1,1,1,North
7,11,North,-1,3,16,13,1,1,1,1,West
6,11,West,-1,3,17,13,1,1,1,1,West
5,11,West,-1,3,17,15,1,0,1,1,West
4,11,West,-1,3,19,15,1,0,1,1,West
3,11,West,-1,1,21,15,1,0,1,1,North
3,12,North,-1,-1,23,16,1,1,1,1,North
3,13,North,-1,-1,23,17,1,1,1,1,North
3,14,North,-1,-1,23,19,0,1,1,1,East
4,14,East,-1,-1,21,17,0,1,1,1,East
5,14,East,-1,-1,21,16,0,1,1,1,East
6,14,East,-1,-1,21,16,0,1,1,1,East
7,14,East,-1,-1,19,14,0,1,1,1,East
8,14,East,-1,-1,18,14,0,1,1,1,East
9,14,East,-1,-1,16,14,0,1,1,1,East
10,14,East,-1,-1,16,12,0,1,1,1,East
11,14,East,-1,-1,16,12,0,1,1,1,East
12,14,East,-1,-1,15,11,0,1,1,1,East
13,14,East,-1,-1,15,9,0,1,1,1,East
14,14,East,-1,-1,14,7,0,1,1,1,East
15,14,East,-1,-1,14,7,0,1,1,1,South
15,13,South,-1,-1,13,6,1,1,1,1,South
15,12,South,-1,-1,12,5,1,1,1,1,South
15,11,South,-1,-1,10,4,1,1,1,1,South
15,10,South,-1,-1,9,4,1,1,1,1,South
15,9,South,-1,-1,7,4,1,1,1,1,South
15,8,South,-1,-1,7,2,1,1,1,1,West
14,8,West,-1,-1,7,1,1,1,1,1,West
13,8,West,-1,-1,7,-1,1,1,1,1,West
12,8,West,-1,-1,9,-1,1,1,1,1,West
11,8,West,-1,-1,9,-1,1,1,1,1,South
11,7,South,-1,-1,9,-1,1,1,1,1,South
11,6,South,-1,-1,8,-1,1,1,1,1,East
12,6,East,-1,-1,6,-1,1,1,1,1,East
13,6,East,-1,-1,5,-1,1,1,1,1,East
14,6,East,-1,-1,4,-1,1,1,1,1,East
15,6,East,-1,-1,4,-1,1,1,1,1,East
16,6,East,-1,-1,4,-1,1,1,1,1,East
17,6,East,-1,-1,2,-1,1,1,1,1,East
18,6,East,-1,-1,2,-1,1,1,1,0,South
18,5,South,-1,-1,2,-1,1,1,1,0,South
18,4,South,-1,-1,2,-1,1,1,1,0,South
18,3,South,-1,-1,3,-1,1,0,1,0,West
17,3,West,-1,-1,1,-1,1,0,1,1,West
16,3,West,-1,-1,2,-1,1,0,1,1,North
16,4,North,-1,-1,2,-1,1,1,1,1,North
16,5,North,-1,-1,4,-1,1,1,1,1,North
16,6,North,-1,-1,4,-1,1,1,1,1,East
17,6,East,-1,-1,2,-1,1,1,1,1,East
18,6,East,-1,-1,4,-1,1,1,1,0,South
18,5,South,-1,-1,4,-1,1,1,1,0,South
18,4,South,-1,-1,3,-1,1,1,1,0,South
18,3,South,-1,-1,2,-1,1,0,1,0,West
17,3,West,-1,-1,2,-1,1,0,1,1,West
16,3,West,-1,-1,1,-1,1,0,1,1,West
15,3,West,-1,-1,2,-1,1,0,1,1,West
14,3,West,-1,-1,2,-1,1,0,1,1,West
13,3,West,-1,-1,3,-1,1,0,1,1,North
13,4,North,-1,-1,5,-1,1,1,1,1,North
13,5,North,-1,-1,7,-1,1,1,1,1,East
14,5,East,-1,-1,6,-1,1,1,1,1,East
15,5,East,-1,-1,4,-1,1,1,1,1,East
16,5,East,-1,-1,2,-1,1,1,1,1,East
17,5,East,-1,-1,2,-1,1,1,1,1,East
18,5,East,-1,-1,2,-1,1,1,1,0,South
18,4,South,-1,-1,2,-1,1,1,1,0,South
18,3,South,-1,-1,1,-1,1,0,1,0,West
12,11,North,15,8,6,2,1,1,1,1,North
12,12,North,15,9,8,2,1,1,1,1,North
12,13,North,15,10,10,2,1,1,1,1,West
11,13,West,15,8,9,4,1,1,1,1,West
10,13,West,14,7,9,4,1,1,1,1,West
9,13,West,12,5,9,5,1,1,1,1,West
8,13,West,12,5,10,5,1,1,1,1,West
7,13,West,10,3,11,6,1,1,1,1,South
7,12,South,8,3,11,6,1,1,1,1,South
7,11,South,6,1,9,6,1,1,1,1,South
7,10,South,5,-1,7,4,1,1,1,1,West
6,10,West,7,-1,7,7,1,1,0,1,East
7,10,East,7,-1,5,5,1,1,1,1,East
8,10,East,9,-1,3,3,1,1,1,1,East
9,10,East,10,-1,3,3,1,1,1,1,East
10,10,East,10,-1,1,3,1,1,1,1,East
11,10,East,10,-1,1,3,1,1,1,1,East
12,10,East,12,-1,2,1,1,1,1,1,West
11,10,West,10,-1,2,1,1,1,1,1,West
10,10,West,10,-1,-1,2,1,1,1,1,South
10,9,South,8,-1,-1,1,1,1,1,1,South
10,8,South,7,-1,-1,2,1,1,1,1,East
11,8,East,9,-1,-1,2,1,1,1,1,East
12,8,East,9,-1,-1,3,1,1,1,1,East
13,8,East,10,-1,-1,3,1,1,1,1,North
13,9,North,10,-1,-1,2,1,1,1,1,North
13,10,North,12,-1,-1,2,1,1,1,1,North
13,11,North,14,-1,-1,4,1,1,1,1,West
12,11,West,14,-1,-1,3,1,1,1,1,West
11,11,West,13,-1,-1,1,1,1,1,1,South
11,10,South,13,-1,-1,3,1,1,1,1,South
11,9,South,13,-1,-1,3,1,1,1,1,South
11,8,South,13,-1,-1,4,1,1,1,1,East
12,8,East,15,-1,-1,4,1,1,1,1,North
12,9,North,16,-1,-1,2,1,1,1,1,North
12,10,North,17,-1,-1,2,1,1,1,1,West
11,10,West,16,-1,-1,-1,1,1,1,1,West
10,10,West,14,-1,-1,-1,1,1,1,1,South
10,9,South,14,-1,-1,-1,1,1,1,1,South
10,8,South,12,-1,-1,-1,1,1,1,1,South
10,7,South,12,-1,-1,-1,1,1,1,1,South
10,6,South,10,-1,-1,-1,1,1,1,1,South
10,5,South,10,-1,-1,-1,1,1,1,1,South
10,4,South,8,-1,-1,-1,1,1,1,1,West
9,4,West,7,-1,-1,-1,1,1,1,1,West
8,4,West,7,-1,-1,-1,1,1,1,1,West
7,4,West,7,-1,-1,-1,1,1,1,1,West
6,4,West,6,-1,-1,-1,1,1,1,1,West
5,4,West,4,-1,-1,-1,1,1,1,1,West
4,4,West,2,-1,-1,-1,1,1,1,1,West
3,4,West,2,-1,-1,-1,1,1,1,1,North
3,5,North,1,-1,-1,-1,1,1,1,1,North
3,6,North,3,-1,-1,-1,1,1,1,1,North
3,7,North,5,-1,-1,-1,1,1,1,1,North
3,8,North,5,-1,-1,-1,1,1,1,1,West
2,8,West,5,-1,-1,-1,1,1,1,1,West
1,8,West,4,-1,-1,-1,1,1,0,1,South
1,7,South,4,-1,-1,-1,1,1,0,1,South
1,6,South,3,-1,-1,-1,1,1,0,1,South
1,5,South,1,-1,-1,-1,1,1,0,1,South
13,10,East,14,11,4,3,1,1,1,1,East
14,10,East,14,13,4,2,1,1,1,1,East
15,10,East,15,15,6,2,1,1,1,1,East
16,10,East,16,16,6,2,1,1,1,1,East
17,10,East,16,16,7,4,1,1,1,1,East
18,10,East,18,18,8,4,1,1,1,0,South
18,9,South,16,20,6,4,1,1,1,0,South
18,8,South,14,22,4,6,1,1,1,0,South
18,7,South,16,22,4,6,1,1,1,0,South
18,6,South,18,23,6,8,1,1,1,0,West
17,6,West,16,23,5,6,1,1,1,1,West
16,6,West,15,21,5,6,1,1,1,1,North
16,7,North,15,20,3,4,1,1,1,1,North
16,8,North,13,18,3,4,1,1,1,1,North
16,9,North,11,17,1,4,1,1,1,1,North
16,10,North,13,17,-1,3,1,1,1,1,North
16,11,North,14,17,-1,1,1,1,1,1,West
15,11,West,14,17,-1,3,1,1,1,1,East
16,11,East,14,17,-1,1,1,1,1,1,East
17,11,East,15,17,-1,1,1,1,1,1,East
18,11,East,17,17,-1,3,1,1,1,0,North
18,12,North,19,18,-1,1,1,1,1,0,North
18,13,North,19,18,-1,-1,1,1,1,0,West
17,13,West,17,17,-1,-1,1,1,1,1,West
16,13,West,17,15,-1,-1,1,1,1,1,West
15,13,West,17,13,-1,-1,1,1,1,1,West
14,13,West,17,13,-1,-1,1,1,1,1,West
13,13,West,15,11,-1,-1,1,1,1,1,West
12,13,West,13,10,-1,-1,1,1,1,1,West
11,13,West,13,8,-1,-1,1,1,1,1,West
10,13,West,12,8,-1,-1,1,1,1,1,West
9,13,West,11,6,-1,-1,1,1,1,1,West
8,13,West,11,4,-1,-1,1,1,1,1,West
7,13,West,9,3,-1,-1,1,1,1,1,West
6,13,West,9,1,-1,-1,1,1,1,1,West
5,13,West,9,-1,-1,-1,1,1,1,1,West
4,13,West,7,-1,-1,-1,1,1,1,1,West
3,13,West,7,-1,-1,-1,1,1,1,1,West
2,13,West,8,-1,-1,-1,1,1,1,1,South
2,12,South,6,-1,-1,-1,1,1,1,1,South
2,11,South,4,-1,-1,-1,1,0,1,1,East
3,11,East,2,-1,-1,-1,1,0,1,1,East
4,11,East,4,-1,-1,-1,1,0,1,1,East
5,11,East,5,-1,-1,-1,1,0,1,1,East
6,11,East,6,-1,-1,-1,1,1,1,1,South
6,10,South,6,-1,-1,-1,1,1,0,1,South
6,9,South,4,-1,-1,-1,1,1,1,1,West
5,9,West,2,-1,-1,-1,0,1,1,1,West
4,9,West,2,-1,-1,-1,0,1,1,1,West
12,9,South,10,10,4,4,1,1,1,1,South
12,8,South,9,11,3,5,1,1,1,1,South
12,7,South,8,12,2,6,1,1,1,1,East
13,7,East,9,13,1,5,1,1,1,1,East
14,7,East,10,14,2,6,1,1,1,1,East
15,7,East,11,15,3,7,1,1,1,1,South
15,6,South,10,16,2,8,1,1,1,1,South
15,5,South,11,17,3,9,1,1,1,1,West
14,5,West,10,16,2,8,1,1,1,1,West
13,5,West,9,15,1,7,1,1,1,1,North
13,6,North,8,14,-1,6,1,1,1,1,North
13,7,North,9,13,-1,5,1,1,1,1,North
13,8,North,10,12,-1,4,1,1,1,1,North
13,9,North,11,11,-1,3,1,1,1,1,North
13,10,North,12,10,-1,2,1,1,1,1,North
13,11,North,13,9,-1,1,1,1,1,1,North
13,12,North,14,8,-1,-1,1,1,1,1,East
14,12,East,15,9,-1,-1,1,1,1,1,East
15,12,East,16,10,-1,-1,1,1,1,1,East
16,12,East,17,11,-1,-1,1,1,1,1,East
17,12,East,18,12,-1,-1,1,1,1,1,East
18,12,East,19,13,-1,-1,1,1,1,0,South
18,11,South,18,14,-1,-1,1,1,1,0,South
18,10,South,17,15,-1,-1,1,1,1,0,South
18,9,South,16,16,-1,-1,1,1,1,0,South
18,8,South,15,17,-1,-1,1,1,1,0,South
18,7,South,14,18,-1,-1,1,1,1,0,South
18,6,South,13,19,-1,-1,1,1,1,0,West
17,6,West,12,18,-1,-1,1,1,1,1,West
16,6,West,11,17,-1,-1,1,1,1,1,West
15,6,West,10,16,-1,-1,1,1,1,1,West
14,6,West,9,15,-1,-1,1,1,1,1,West
13,6,West,8,14,-1,-1,1,1,1,1,West
12,6,West,7,13,-1,-1,1,1,1,1,West
11,6,West,6,12,-1,-1,1,1,1,1,West
10,6,West,5,11,-1,-1,1,1,1,1,West
9,6,West,4,10,-1,-1,1,1,1,1,West
8,6,West,3,9,-1,-1,1,1,1,1,West
7,6,West,2,8,-1,-1,1,1,1,1,West
6,6,West,1,7,-1,-1,1,1,1,1,West
5,6,West,-1,6,-1,-1,1,1,1,1,North
5,7,North,-1,5,-1,-1,1,1,1,1,North
5,8,North,-1,4,-1,-1,1,1,1,1,East
6,8,East,-1,5,-1,-1,1,1,1,1,East
7,8,East,-1,6,-1,-1,1,1,1,1,North
7,9,North,-1,5,-1,-1,1,1,1,1,North
7,10,North,-1,4,-1,-1,1,1,1,1,North
7,11,North,-1,3,-1,-1,1,1,1,1,West
6,11,West,-1,2,-1,-1,1,1,1,1,West
5,11,West,-1,1,-1,-1,1,0,1,1,North
12,9,South,8,9,4,-1,1,1,1,1,South
12,8,South,7,10,4,-1,1,1,1,1,South
12,7,South,6,10,3,-1,1,1,1,1,South
12,6,South,6,10,3,-1,1,1,1,1,South
12,5,South,8,12,2,-1,1,1,1,1,South
12,4,South,9,14,1,-1,1,1,1,1,South
12,3,South,8,13,2,-1,1,0,1,1,East
13,3,East,10,13,2,-1,1,0,1,1,East
14,3,East,12,14,3,-1,1,0,1,1,North
